Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ     
Vardas8667     Pavarde8667    10   6    6    2    7    8       
Vardas8668     Pavarde8668    9    2    5    8    4    6       
Vardas8669     Pavarde8669    6    6    7    2    3    8       
Vardas8670     Pavarde8670    10   1    8    3    4    9       
Vardas8671     Pavarde8671    8    9    8    9    9    8       
Vardas8672     Pavarde8672    4    10   2    3    8    1       
Vardas8673     Pavarde8673    8    10   10   1    8    10      
Vardas8674     Pavarde8674    8    3    3    4    7    4       
Vardas8675     Pavarde8675    6    9    1    5    8    4       
Vardas8676     Pavarde8676    9    3    7    2    2    5       
Vardas8677     Pavarde8677    10   2    9    9    10   3       
Vardas8678     Pavarde8678    2    8    4    9    8    1       
Vardas8679     Pavarde8679    10   8    10   3    9    4       
Vardas8680     Pavarde8680    1    2    10   3    7    5       
Vardas8681     Pavarde8681    7    10   10   7    1    7       
Vardas8682     Pavarde8682    2    9    1    7    1    3       
Vardas8683     Pavarde8683    3    3    8    1    6    3       
Vardas8684     Pavarde8684    7    6    10   2    8    1       
Vardas8685     Pavarde8685    8    3    6    4    10   6       
Vardas8686     Pavarde8686    6    9    7    9    7    9       
Vardas8687     Pavarde8687    7    10   6    3    8    9       
Vardas8688     Pavarde8688    8    10   3    6    2    7       
Vardas8689     Pavarde8689    5    5    3    9    6    4       
Vardas8690     Pavarde8690    8    3    3    10   4    9       
Vardas8691     Pavarde8691    3    3    1    2    7    8       
Vardas8692     Pavarde8692    1    6    9    2    9    5       
Vardas8693     Pavarde8693    1    3    7    5    5    10      
Vardas8694     Pavarde8694    4    6    10   7    1    2       
Vardas8695     Pavarde8695    3    9    3    6    9    1       
Vardas8696     Pavarde8696    1    9    6    2    10   3       
Vardas8697     Pavarde8697    10   6    4    6    6    3       
Vardas8698     Pavarde8698    7    10   9    9    6    1       
Vardas8699     Pavarde8699    3    1    2    2    4    6       
Vardas8700     Pavarde8700    9    3    4    1    9    8       
Vardas8701     Pavarde8701    5    8    9    6    5    1       
Vardas8702     Pavarde8702    6    2    9    7    10   6       
Vardas8703     Pavarde8703    4    4    9    9    6    10      
Vardas8704     Pavarde8704    7    3    8    4    2    4       
Vardas8705     Pavarde8705    9    9    9    5    7    2       
Vardas8706     Pavarde8706    3    3    6    4    6    9       
Vardas8707     Pavarde8707    9    2    1    7    5    6       
Vardas8708     Pavarde8708    1    8    4    2    10   3       
Vardas8709     Pavarde8709    1    3    10   10   9    2       
Vardas8710     Pavarde8710    6    4    6    2    7    8       
Vardas8711     Pavarde8711    3    5    6    2    1    8       
Vardas8712     Pavarde8712    8    1    4    6    6    4       
Vardas8713     Pavarde8713    1    10   1    8    6    7       
Vardas8714     Pavarde8714    8    5    5    10   9    3       
Vardas8715     Pavarde8715    1    2    9    7    7    8       
Vardas8716     Pavarde8716    3    6    4    5    8    9       
Vardas8717     Pavarde8717    7    5    5    5    3    1       
Vardas8718     Pavarde8718    7    5    6    4    2    9       
Vardas8719     Pavarde8719    7    6    9    10   3    10      
Vardas8720     Pavarde8720    2    1    7    4    9    3       
Vardas8721     Pavarde8721    9    6    6    8    3    8       
Vardas8722     Pavarde8722    1    5    8    2    9    8       
Vardas8723     Pavarde8723    6    3    7    7    3    8       
Vardas8724     Pavarde8724    8    5    8    4    10   9       
Vardas8725     Pavarde8725    2    10   3    3    9    10      
Vardas8726     Pavarde8726    3    4    8    4    3    7       
Vardas8727     Pavarde8727    10   1    8    8    5    9       
Vardas8728     Pavarde8728    2    9    4    1    4    3       
Vardas8729     Pavarde8729    3    4    10   4    7    3       
Vardas8730     Pavarde8730    4    5    7    8    1    8       
Vardas8731     Pavarde8731    4    2    4    7    4    7       
Vardas8732     Pavarde8732    2    9    2    2    6    4       
Vardas8733     Pavarde8733    9    8    7    5    6    10      
Vardas8734     Pavarde8734    6    9    4    5    10   9       
Vardas8735     Pavarde8735    9    6    5    5    5    4       
Vardas8736     Pavarde8736    4    8    8    10   10   2       
Vardas8737     Pavarde8737    9    9    2    2    2    4       
Vardas8738     Pavarde8738    1    4    3    6    2    5       
Vardas8739     Pavarde8739    9    6    3    7    3    10      
Vardas8740     Pavarde8740    1    4    8    6    10   9       
Vardas8741     Pavarde8741    6    9    8    7    5    2       
Vardas8742     Pavarde8742    7    3    8    5    3    4       
Vardas8743     Pavarde8743    1    10   4    8    4    10      
Vardas8744     Pavarde8744    2    6    2    4    5    8       
Vardas8745     Pavarde8745    3    9    6    9    1    3       
Vardas8746     Pavarde8746    9    3    5    1    1    8       
Vardas8747     Pavarde8747    10   10   8    7    7    8       
Vardas8748     Pavarde8748    7    5    4    8    1    6       
Vardas8749     Pavarde8749    3    4    6    6    1    1       
Vardas8750     Pavarde8750    9    2    3    7    5    7       
Vardas8751     Pavarde8751    2    9    2    5    3    4       
Vardas8752     Pavarde8752    3    9    8    10   8    7       
Vardas8753     Pavarde8753    6    10   8    2    10   9       
Vardas8754     Pavarde8754    6    3    5    9    6    7       
Vardas8755     Pavarde8755    3    9    4    1    2    7       
Vardas8756     Pavarde8756    4    7    4    1    7    4       
Vardas8757     Pavarde8757    7    2    4    10   10   2       
Vardas8758     Pavarde8758    9    4    5    6    4    6       
Vardas8759     Pavarde8759    8    4    3    7    2    4       
Vardas8760     Pavarde8760    2    7    9    10   2    8       
Vardas8761     Pavarde8761    7    9    7    3    6    10      
Vardas8762     Pavarde8762    4    9    4    4    6    2       
Vardas8763     Pavarde8763    7    9    8    8    1    5       
Vardas8764     Pavarde8764    5    5    10   2    6    2       
Vardas8765     Pavarde8765    5    7    9    5    6    3       
Vardas8766     Pavarde8766    6    1    7    4    4    5       
Vardas8767     Pavarde8767    1    9    1    6    7    8       
Vardas8768     Pavarde8768    5    7    3    8    7    3       
Vardas8769     Pavarde8769    10   1    7    9    9    9       
Vardas8770     Pavarde8770    9    1    1    3    10   8       
Vardas8771     Pavarde8771    3    8    10   6    6    9       
Vardas8772     Pavarde8772    6    1    10   10   8    1       
Vardas8773     Pavarde8773    5    3    5    9    2    8       
Vardas8774     Pavarde8774    6    1    8    10   5    9       
Vardas8775     Pavarde8775    8    7    7    5    3    3       
Vardas8776     Pavarde8776    5    4    5    1    8    2       
Vardas8777     Pavarde8777    1    10   9    5    1    2       
Vardas8778     Pavarde8778    4    8    7    2    7    9       
Vardas8779     Pavarde8779    10   5    3    4    9    10      
Vardas8780     Pavarde8780    5    5    6    3    10   6       
Vardas8781     Pavarde8781    7    9    9    5    3    6       
Vardas8782     Pavarde8782    10   4    5    5    7    7       
Vardas8783     Pavarde8783    9    6    5    6    8    8       
Vardas8784     Pavarde8784    5    4    8    7    8    5       
Vardas8785     Pavarde8785    6    3    3    7    4    10      
Vardas8786     Pavarde8786    7    6    1    1    2    9       
Vardas8787     Pavarde8787    6    4    2    6    9    9       
Vardas8788     Pavarde8788    6    7    6    10   2    1       
Vardas8789     Pavarde8789    10   7    3    2    8    1       
Vardas8790     Pavarde8790    5    10   5    3    1    10      
Vardas8791     Pavarde8791    3    10   7    7    9    2       
Vardas8792     Pavarde8792    6    4    1    9    8    10      
Vardas8793     Pavarde8793    10   7    8    2    6    3       
Vardas8794     Pavarde8794    4    9    2    1    1    3       
Vardas8795     Pavarde8795    4    6    9    9    3    8       
Vardas8796     Pavarde8796    9    10   10   8    4    1       
Vardas8797     Pavarde8797    9    7    5    9    10   2       
Vardas8798     Pavarde8798    9    8    5    8    1    3       
Vardas8799     Pavarde8799    4    3    5    1    7    5       
Vardas8800     Pavarde8800    5    5    2    2    10   6       
Vardas8801     Pavarde8801    4    8    1    1    1    5       
Vardas8802     Pavarde8802    4    10   6    1    1    9       
Vardas8803     Pavarde8803    4    4    7    8    7    3       
Vardas8804     Pavarde8804    7    7    5    1    9    10      
Vardas8805     Pavarde8805    10   10   10   8    3    8       
Vardas8806     Pavarde8806    1    6    9    3    1    6       
Vardas8807     Pavarde8807    3    3    5    8    2    1       
Vardas8808     Pavarde8808    2    6    8    8    7    1       
Vardas8809     Pavarde8809    3    6    10   4    2    10      
Vardas8810     Pavarde8810    1    10   2    9    9    3       
Vardas8811     Pavarde8811    3    9    7    7    3    3       
Vardas8812     Pavarde8812    4    6    4    1    7    7       
Vardas8813     Pavarde8813    8    1    5    2    7    10      
Vardas8814     Pavarde8814    2    4    4    3    8    5       
Vardas8815     Pavarde8815    8    10   6    3    8    2       
Vardas8816     Pavarde8816    4    7    3    10   10   7       
Vardas8817     Pavarde8817    7    2    5    6    4    6       
Vardas8818     Pavarde8818    9    5    7    3    10   10      
Vardas8819     Pavarde8819    4    4    10   9    8    7       
Vardas8820     Pavarde8820    10   2    5    5    8    3       
Vardas8821     Pavarde8821    5    2    2    4    7    7       
Vardas8822     Pavarde8822    10   6    8    4    10   5       
Vardas8823     Pavarde8823    10   10   3    10   2    8       
Vardas8824     Pavarde8824    4    2    8    8    1    4       
Vardas8825     Pavarde8825    10   7    2    1    1    2       
Vardas8826     Pavarde8826    4    8    9    6    7    10      
Vardas8827     Pavarde8827    10   4    1    8    1    10      
Vardas8828     Pavarde8828    4    10   5    7    3    9       
Vardas8829     Pavarde8829    8    5    2    2    2    8       
Vardas8830     Pavarde8830    8    4    5    9    10   7       
Vardas8831     Pavarde8831    7    6    6    4    3    4       
Vardas8832     Pavarde8832    3    2    7    6    5    10      
Vardas8833     Pavarde8833    3    1    9    2    7    8       
Vardas8834     Pavarde8834    1    7    6    2    8    3       
Vardas8835     Pavarde8835    6    4    10   5    10   4       
Vardas8836     Pavarde8836    2    10   3    4    8    7       
Vardas8837     Pavarde8837    10   10   10   6    1    8       
Vardas8838     Pavarde8838    5    5    6    4    3    6       
Vardas8839     Pavarde8839    10   8    1    8    5    10      
Vardas8840     Pavarde8840    8    10   5    5    9    3       
Vardas8841     Pavarde8841    8    9    8    2    8    3       
Vardas8842     Pavarde8842    4    1    5    9    8    8       
Vardas8843     Pavarde8843    7    1    2    2    5    1       
Vardas8844     Pavarde8844    6    7    3    4    3    8       
Vardas8845     Pavarde8845    1    10   5    9    4    8       
Vardas8846     Pavarde8846    2    3    10   2    8    3       
Vardas8847     Pavarde8847    3    7    10   10   5    8       
Vardas8848     Pavarde8848    3    7    4    5    10   7       
Vardas8849     Pavarde8849    3    8    8    9    4    1       
Vardas8850     Pavarde8850    3    2    1    4    2    1       
Vardas8851     Pavarde8851    4    6    5    5    1    6       
Vardas8852     Pavarde8852    8    8    1    10   8    2       
Vardas8853     Pavarde8853    5    2    5    7    1    3       
Vardas8854     Pavarde8854    6    8    9    4    8    6       
Vardas8855     Pavarde8855    2    7    9    6    5    2       
Vardas8856     Pavarde8856    7    3    10   9    2    3       
Vardas8857     Pavarde8857    1    2    7    6    1    9       
Vardas8858     Pavarde8858    4    2    10   9    5    7       
Vardas8859     Pavarde8859    4    4    6    10   6    8       
Vardas8860     Pavarde8860    4    4    3    2    5    6       
Vardas8861     Pavarde8861    4    5    1    10   3    1       
