Pavarde        Vardas         vidurkis            mediana             
Vardas7282     Pavarde7282    2.5                 3                   
Vardas1620     Pavarde1620    2.5                 2.6                 
Vardas3183     Pavarde3183    2.5                 2.2                 
Vardas5805     Pavarde5805    2.5                 1.8                 
Vardas6241     Pavarde6241    2.5                 2.2                 
Vardas4433     Pavarde4433    2.5                 2.2                 
Vardas4139     Pavarde4139    2.5                 2.2                 
Vardas4920     Pavarde4920    2.5                 2.2                 
Vardas2605     Pavarde2605    2.5                 2.6                 
Vardas9024     Pavarde9024    2.5                 2.6                 
Vardas6795     Pavarde6795    2.5                 2.2                 
Vardas2914     Pavarde2914    2.5                 2.2                 
Vardas3519     Pavarde3519    2.5                 2.2                 
Vardas4781     Pavarde4781    2.5                 2.6                 
Vardas719      Pavarde719     2.5                 3                   
Vardas931      Pavarde931     2.5                 1.8                 
Vardas9971     Pavarde9971    2.5                 1.8                 
Vardas7639     Pavarde7639    2.5                 2.6                 
Vardas9603     Pavarde9603    2.5                 2.6                 
Vardas278      Pavarde278     2.5                 3                   
Vardas3414     Pavarde3414    2.5                 1.8                 
Vardas1046     Pavarde1046    2.5                 2.6                 
Vardas6814     Pavarde6814    2.5                 2.4                 
Vardas7403     Pavarde7403    2.5                 2.4                 
Vardas3541     Pavarde3541    2.5                 2.4                 
Vardas4912     Pavarde4912    2.5                 1.6                 
Vardas7071     Pavarde7071    2.5                 2.4                 
Vardas8027     Pavarde8027    2.5                 2.4                 
Vardas9503     Pavarde9503    2.5                 1.6                 
Vardas9207     Pavarde9207    2.5                 2.4                 
Vardas1192     Pavarde1192    2.5                 2                   
Vardas3760     Pavarde3760    2.5                 2                   
Vardas99       Pavarde99      2.4                 1.8                 
Vardas4296     Pavarde4296    2.4                 2.6                 
Vardas8017     Pavarde8017    2.4                 3                   
Vardas280      Pavarde280     2.4                 1.8                 
Vardas694      Pavarde694     2.4                 2.2                 
Vardas6981     Pavarde6981    2.4                 2.2                 
Vardas701      Pavarde701     2.4                 2.2                 
Vardas162      Pavarde162     2.4                 2.2                 
Vardas523      Pavarde523     2.4                 1.8                 
Vardas286      Pavarde286     2.4                 1.8                 
Vardas4903     Pavarde4903    2.4                 2.2                 
Vardas7499     Pavarde7499    2.4                 1.4                 
Vardas4744     Pavarde4744    2.4                 1.8                 
Vardas457      Pavarde457     2.4                 2.6                 
Vardas7870     Pavarde7870    2.4                 2.2                 
Vardas4389     Pavarde4389    2.4                 2.6                 
Vardas810      Pavarde810     2.4                 1.4                 
Vardas8909     Pavarde8909    2.4                 2.6                 
Vardas6546     Pavarde6546    2.4                 2.2                 
Vardas9201     Pavarde9201    2.4                 2.2                 
Vardas5111     Pavarde5111    2.4                 2.2                 
Vardas4190     Pavarde4190    2.4                 2.2                 
Vardas3117     Pavarde3117    2.4                 2.2                 
Vardas3868     Pavarde3868    2.4                 2.2                 
Vardas7040     Pavarde7040    2.4                 1.8                 
Vardas4157     Pavarde4157    2.4                 2.2                 
Vardas1635     Pavarde1635    2.4                 2.6                 
Vardas9056     Pavarde9056    2.4                 2.6                 
Vardas6601     Pavarde6601    2.4                 2.2                 
Vardas9614     Pavarde9614    2.4                 2.2                 
Vardas5019     Pavarde5019    2.4                 2.6                 
Vardas8861     Pavarde8861    2.4                 2.2                 
Vardas9331     Pavarde9331    2.4                 1.8                 
Vardas1185     Pavarde1185    2.4                 2.2                 
Vardas6864     Pavarde6864    2.4                 2.6                 
Vardas9699     Pavarde9699    2.4                 3                   
Vardas4816     Pavarde4816    2.4                 3                   
